;0.0015,0.0027,0.0026,0.0012,0.1228,0.0013,0.0013,0.0035,0.0012,0.0014,0.0025,0.0059,0.0028,0.0013,0.0050,0.0014,0.0055,0.0026
榆次;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
福将;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
ix35;0.0015,0.0071,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
Nexon;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0039,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
感应;0.0028,0.0033,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0047,0.0016,0.0013
前台;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
天象;0.0015,0.0013,0.0157,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
阶段性;0.0028,0.0013,0.0026,0.0012,0.0046,0.0013,0.0070,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
冰期;0.0015,0.0013,0.0079,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
雍容华贵;0.0015,0.0013,0.0026,0.0012,0.0046,0.0056,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
秦军;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0036,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
判处;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0063,0.0013,0.0023,0.0014,0.0032,0.0045
波切蒂诺;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
内江;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0055,0.0013
张鲁;0.0015,0.0013,0.0026,0.0040,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
净化器;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0100,0.0016,0.0013
出席;0.0015,0.0033,0.0052,0.0428,0.0046,0.0330,0.0082,0.0014,0.0024,0.0036,0.0088,0.0030,0.0014,0.0179,0.0072,0.0061,0.0016,0.0648
奋进;0.0015,0.0013,0.0077,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0032,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
初学;0.0035,0.0013,0.0026,0.0012,0.0046,0.0026,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
奇遇;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0028,0.0012,0.0030,0.0043,0.0013,0.0220,0.0014,0.0055,0.0013
憨厚;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0072,0.0014,0.0016,0.0013
进场;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0152,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0026,0.0023,0.0028,0.0016,0.0013
夺金;0.0015,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0067,0.0023,0.0014,0.0016,0.0013
内涵;0.0028,0.0128,0.0026,0.0024,0.0046,0.0056,0.0013,0.0028,0.0024,0.0028,0.0025,0.0030,0.0028,0.0013,0.0023,0.0035,0.0016,0.0026
瞬间;0.0447,0.0300,0.0419,0.0396,0.0363,0.0528,0.0070,0.0185,0.0209,0.0236,0.0531,0.0030,0.0534,0.0490,0.0294,0.0161,0.0239,0.0459
车改;0.0015,0.0101,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0032,0.0013
梦见;0.0035,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0012,0.0030,0.0014,0.0013,0.0220,0.0014,0.0016,0.0013
喇叭裤;0.0015,0.0013,0.0026,0.0012,0.0046,0.0043,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
忘记;0.0091,0.0084,0.0052,0.0087,0.0546,0.0043,0.0026,0.0035,0.0039,0.0061,0.0041,0.0059,0.0051,0.0042,0.0148,0.0075,0.0032,0.0045
出征;0.0015,0.0027,0.0052,0.0012,0.0046,0.0026,0.0026,0.0028,0.0039,0.0075,0.0065,0.0030,0.0028,0.0190,0.0023,0.0014,0.0016,0.0013
分布;0.0015,0.0027,0.0105,0.0012,0.0046,0.0013,0.0026,0.0014,0.0024,0.0047,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0013
秋后;0.0036,0.0013,0.0026,0.0012,0.0046,0.0026,0.0013,0.0014,0.0012,0.0028,0.0012,0.0179,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
学习;0.0882,0.0057,0.0105,0.0138,0.0046,0.0148,0.0138,0.0100,0.0075,0.0075,0.0107,0.0059,0.0119,0.0055,0.0024,0.0694,0.0039,0.0139
专属经济区;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
夕阳;0.0015,0.0013,0.0026,0.0012,0.0136,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0111,0.0013
内涝;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0014,0.0012,0.0030,0.0051,0.0013,0.0023,0.0014,0.0016,0.0013
宋晓峰;0.0015,0.0027,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
影音;0.0015,0.0033,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0047,0.0016,0.0013
BeatBox;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
绿茵场;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
出彩;0.0015,0.0013,0.0026,0.0024,0.0046,0.0069,0.0026,0.0014,0.0012,0.0014,0.0032,0.0030,0.0014,0.0067,0.0023,0.0014,0.0016,0.0013
香干;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0075,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
秋高气爽;0.0015,0.0013,0.0026,0.0012,0.0046,0.0043,0.0013,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0040,0.0013
商业化;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0089,0.0032,0.0013
短跑;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
古天乐;0.0015,0.0013,0.0026,0.0099,0.0046,0.0026,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
Riot;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0031,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
奇迹;0.0294,0.0027,0.0132,0.0075,0.0182,0.0043,0.0044,0.0075,0.0450,0.0109,0.0042,0.0089,0.0132,0.0301,0.0023,0.0075,0.0240,0.0095
首府;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0013
充电;0.0015,0.0220,0.0106,0.0012,0.0046,0.0013,0.0175,0.0014,0.0031,0.0014,0.0025,0.0030,0.0105,0.0013,0.0023,0.0421,0.0016,0.0013
造价;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0184,0.0030,0.0014,0.0032,0.0023,0.0028,0.0071,0.0044
潘家园;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0055,0.0013
樵夫;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0098,0.0014,0.0016,0.0013
火控;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0033,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
总署;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
首度;0.0015,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
频繁;0.0165,0.0027,0.0052,0.0036,0.0046,0.0026,0.0127,0.0014,0.0031,0.0028,0.0053,0.0179,0.0090,0.0042,0.0023,0.0061,0.0055,0.0069
液态水;0.0015,0.0013,0.0289,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
称作;0.0015,0.0013,0.0052,0.0024,0.0046,0.0026,0.0013,0.0014,0.0024,0.0100,0.0032,0.0059,0.0014,0.0013,0.0023,0.0014,0.0032,0.0013
利好;0.0015,0.0013,0.0077,0.0012,0.0046,0.0013,0.1405,0.0028,0.0012,0.0014,0.0025,0.0030,0.0028,0.0033,0.0023,0.0028,0.0032,0.0056
招待会;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0082
套路;0.0028,0.0162,0.0026,0.0301,0.0228,0.0262,0.0151,0.0061,0.0722,0.0035,0.0053,0.0030,0.0378,0.0100,0.0073,0.0271,0.0142,0.0056
蚊虫;0.0065,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0026
兑现;0.0015,0.0013,0.0026,0.0024,0.0090,0.0013,0.0026,0.0014,0.0024,0.0014,0.0012,0.0030,0.0014,0.0055,0.0023,0.0014,0.0016,0.0026
过多;0.0035,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
过夜;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0047,0.0012,0.0030,0.0043,0.0013,0.0122,0.0014,0.0055,0.0026
通令;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0013
凯恩;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0012,0.0030,0.0014,0.0043,0.0023,0.0014,0.0016,0.0013
逆光;0.0015,0.0013,0.0026,0.0012,0.0046,0.0034,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
根除;0.0015,0.0013,0.0026,0.0012,0.0046,0.0034,0.0013,0.0014,0.0012,0.0014,0.0012,0.0088,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
烫发;0.0015,0.0013,0.0026,0.0012,0.0046,0.0138,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
SKT2;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0031,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
利奥;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0047,0.0024,0.0014,0.0012,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
小轿车;0.0015,0.0057,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0038
列宁;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0075,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
方可治;0.0015,0.0013,0.0026,0.0012,0.0090,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
神情;0.0035,0.0013,0.0026,0.0024,0.0046,0.0026,0.0013,0.0028,0.0012,0.0028,0.0012,0.0030,0.0043,0.0026,0.0050,0.0014,0.0016,0.0082
前哨;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0032,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
外长;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0032,0.0565
有期徒刑;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0013
必败;0.0015,0.0013,0.0026,0.0012,0.0046,0.0056,0.0013,0.0028,0.0012,0.0028,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
送别;0.0015,0.0013,0.0026,0.0051,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0041,0.0030,0.0028,0.0080,0.0023,0.0014,0.0016,0.0044
总统;0.0015,0.0102,0.0052,0.0040,0.0046,0.0069,0.0057,0.0028,0.0012,0.0431,0.0249,0.0030,0.0062,0.0042,0.0072,0.0028,0.0099,0.5939
磨刀石;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0033,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
首席;0.0015,0.0027,0.0052,0.0036,0.0046,0.0013,0.0082,0.0014,0.0024,0.0028,0.0025,0.0059,0.0014,0.0055,0.0023,0.0150,0.0032,0.0056
惊涛;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0038
禅寺;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0071,0.0013
连城;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0013
忠诚;0.0015,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0088,0.0097,0.0030,0.0028,0.0080,0.0023,0.0014,0.0016,0.0013
奔跑;0.0015,0.0034,0.0077,0.0203,0.0226,0.0013,0.0026,0.0014,0.0024,0.0014,0.0032,0.0030,0.0043,0.0067,0.0023,0.0014,0.0071,0.0044
滞销;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0025,0.0030,0.0119,0.0013,0.0023,0.0014,0.0016,0.0013
陈柏霖;0.0015,0.0013,0.0026,0.0075,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
预约;0.0015,0.0027,0.0026,0.0012,0.0046,0.0026,0.0035,0.0028,0.0094,0.0014,0.0012,0.0030,0.0062,0.0026,0.0023,0.0109,0.0016,0.0026
孟买;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0071,0.0038
车晓;0.0015,0.0013,0.0026,0.0051,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
农民;0.0035,0.0027,0.0052,0.0075,0.0046,0.0013,0.0418,0.0259,0.0024,0.0248,0.0053,0.0150,0.1171,0.0013,0.0294,0.0099,0.0099,0.0129
判官;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0012,0.0030,0.0014,0.0013,0.0098,0.0014,0.0016,0.0013
切开;0.0028,0.0013,0.0026,0.0012,0.0090,0.0013,0.0013,0.0098,0.0012,0.0014,0.0025,0.0030,0.0029,0.0013,0.0023,0.0028,0.0016,0.0026
Tiguan;0.0015,0.0071,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
字体;0.0028,0.0027,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0109,0.0016,0.0013
音速;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0031,0.0014,0.0118,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
军民;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0057,0.0014,0.0012,0.0075,0.0130,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
外销;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0041,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
奔赴;0.0015,0.0013,0.0077,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0065,0.0030,0.0028,0.0032,0.0023,0.0014,0.0032,0.0026
习近平;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0057,0.0028,0.0012,0.0014,0.0118,0.0030,0.0014,0.0032,0.0023,0.0035,0.0016,0.0753
出息;0.0219,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0050,0.0014,0.0016,0.0013
米兰达可儿;0.0015,0.0013,0.0026,0.0012,0.0046,0.0103,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
颗粒;0.0028,0.0027,0.0106,0.0012,0.0046,0.0013,0.0035,0.0028,0.0012,0.0014,0.0025,0.0059,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
惨死;0.0028,0.0013,0.0052,0.0024,0.0046,0.0013,0.0013,0.0028,0.0024,0.0162,0.0041,0.0030,0.0090,0.0013,0.0637,0.0014,0.0032,0.0026
安全阀;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
跑鞋;0.0015,0.0013,0.0026,0.0012,0.0046,0.0070,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
乒乓球队;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0080,0.0023,0.0014,0.0016,0.0013
八卦阵;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0031,0.0047,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
橄榄油;0.0015,0.0013,0.0026,0.0012,0.0046,0.0034,0.0013,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
制备;0.0015,0.0013,0.0078,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
罗永浩;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0447,0.0016,0.0013
蚂蚁;0.0035,0.0044,0.0052,0.0012,0.0046,0.0013,0.0337,0.0061,0.0012,0.0014,0.0012,0.0030,0.0051,0.0013,0.0024,0.0271,0.0016,0.0013
迈威;0.0015,0.0044,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
MotoZ;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0075,0.0016,0.0013
拜纳姆;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
１万;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
知足;0.0015,0.0027,0.0026,0.0024,0.0227,0.0013,0.0035,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0032,0.0013
中央委员;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
神态;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
电视台;0.0028,0.0013,0.0026,0.0063,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0026,0.0050,0.0035,0.0055,0.0118
马云曾;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0047,0.0016,0.0013
称为;0.0035,0.0057,0.0052,0.0087,0.0046,0.0092,0.0035,0.0150,0.0024,0.0630,0.0151,0.0237,0.0062,0.0122,0.0023,0.0035,0.0283,0.0152
虔诚;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0055,0.0038
通信;0.0015,0.0013,0.1025,0.0012,0.0046,0.0013,0.0221,0.0014,0.0012,0.0014,0.0142,0.0030,0.0051,0.0026,0.0023,0.0322,0.0016,0.0038
唐玄宗;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0110,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
冰棒;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0099,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
逆势;0.0015,0.0033,0.0026,0.0024,0.0046,0.0013,0.0104,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0026
项羽;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0084,0.0568,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
索拉卡;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0031,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
轻举妄动;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0078,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
破冰船;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0053,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
iOS9.3.5;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0075,0.0016,0.0013
iOS9.3.3;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
租借;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0178,0.0023,0.0014,0.0016,0.0026
iOS9.3.4;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
辽宁;0.0015,0.0033,0.0026,0.0012,0.0046,0.0013,0.0095,0.0014,0.0012,0.0028,0.0747,0.0030,0.0248,0.0122,0.0023,0.0035,0.0126,0.0026
美国人;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0045
iOS9.3.2;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
烈士;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0039,0.0161,0.0152,0.0030,0.0090,0.0013,0.0023,0.0014,0.0016,0.0038
光电;0.0015,0.0013,0.0077,0.0012,0.0046,0.0013,0.0232,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
秀发;0.0015,0.0013,0.0026,0.0024,0.0046,0.0114,0.0013,0.0014,0.0012,0.0014,0.0012,0.0090,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
十三五;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0222,0.0014,0.0012,0.0014,0.0025,0.0030,0.0051,0.0013,0.0023,0.0014,0.0032,0.0013
